model,accuracy,precision,recall,f1,auc
XGBoost_words,0.7654693631150015,0.7636944239744534,0.8400432315590382,0.8000514668039115,0.8449892267509128
XGBoost_chars,0.7912767884092967,0.779951690821256,0.8724669008376115,0.8236194362963908,0.8637318165337621
